vm,script,mean_ns,median_ns,min_ns,max_ns,stddev_ns,iterations
haskell,auction_1-1,87686,87686,87283,88186,1952,0
haskell,auction_1-2,325890,325890,324406,327338,6483,0
haskell,auction_1-3,310676,310676,309657,311761,4563,0
haskell,auction_1-4,114597,114597,114292,114969,1527,0
haskell,auction_2-1,86508,86508,86162,86871,1547,0
haskell,auction_2-2,328287,328287,327121,329372,4784,0
haskell,auction_2-3,417889,417889,416668,419411,5918,0
haskell,auction_2-4,314605,314605,313793,315525,3672,0
haskell,auction_2-5,108251,108251,107913,108675,1539,0
haskell,coop-1,112616,112616,112352,112921,1207,0
haskell,coop-2,366765,366765,365402,368498,6548,0
haskell,coop-3,1096022,1096022,1090106,1101510,24230,0
haskell,coop-4,484791,484791,483585,485767,4725,0
haskell,coop-5,203602,203602,202219,205796,7403,0
haskell,coop-6,332564,332564,331998,333534,3213,0
haskell,coop-7,155867,155867,155307,156532,2587,0
haskell,crowdfunding-success-1,104054,104054,103669,104683,2123,0
haskell,crowdfunding-success-2,103988,103988,103642,104494,1787,0
haskell,crowdfunding-success-3,101667,101667,101452,102204,1379,0
haskell,currency-1,123175,123175,122840,123542,1491,0
haskell,escrow-redeem_1-1,178365,178365,177791,178920,2519,0
haskell,escrow-redeem_1-2,174444,174444,173610,175271,3519,0
haskell,escrow-redeem_2-1,201252,201252,200544,202055,3152,0
haskell,escrow-redeem_2-2,205651,205651,203974,209387,9871,0
haskell,escrow-redeem_2-3,207421,207421,205555,210477,10170,0
haskell,escrow-refund-1,80621,80621,78711,84683,11802,0
haskell,future-increase-margin-1,126214,126214,124877,128568,7680,0
haskell,future-increase-margin-2,264257,264257,262871,267519,8691,0
haskell,future-increase-margin-3,307545,307545,300616,315294,32480,0
haskell,future-increase-margin-4,276747,276747,266593,292314,51143,0
haskell,future-increase-margin-5,497163,497163,485676,508639,51300,0
haskell,future-pay-out-1,139828,139828,135812,144544,19775,0
haskell,future-pay-out-2,274755,274755,272167,279329,15187,0
haskell,future-pay-out-3,288627,288627,281734,301015,40399,0
haskell,future-pay-out-4,443424,443424,436690,456077,38840,0
haskell,future-settle-early-1,140750,140750,137774,144551,14930,0
haskell,future-settle-early-2,273914,273914,271762,276437,9637,0
haskell,future-settle-early-3,266812,266812,265061,268495,7640,0
haskell,future-settle-early-4,341142,341142,335857,353355,32364,0
haskell,game-sm-success_1-1,222382,222382,215561,237355,41063,0
haskell,game-sm-success_1-2,103944,103944,101257,107456,12765,0
haskell,game-sm-success_1-3,359939,359939,351600,369485,39845,0
haskell,game-sm-success_1-4,116381,116381,115284,118233,6205,0
haskell,game-sm-success_2-1,200303,200303,199037,201959,5898,0
haskell,game-sm-success_2-2,97410,97410,97107,97690,1279,0
haskell,game-sm-success_2-3,322107,322107,319703,326658,13890,0
haskell,game-sm-success_2-4,110575,110575,110161,111828,2783,0
haskell,game-sm-success_2-5,313313,313313,312657,315082,4225,0
haskell,game-sm-success_2-6,112248,112248,111522,113339,3682,0
haskell,guardrail-sorted-large,216035,216035,215288,217031,3742,0
haskell,guardrail-sorted-small,32961,32961,32898,33029,281,0
haskell,guardrail-unsorted-large,294510,294510,293186,296352,6436,0
haskell,guardrail-unsorted-small,32804,32804,32706,32921,454,0
haskell,multisig-sm-01,203380,203380,202450,204979,5273,0
haskell,multisig-sm-02,245791,245791,237719,254617,39475,0
haskell,multisig-sm-03,200341,200341,199843,201479,3021,0
haskell,multisig-sm-04,201492,201492,200638,202570,4428,0
haskell,multisig-sm-05,288355,288355,286426,290351,8701,0
haskell,multisig-sm-06,207335,207335,206542,208270,3902,0
haskell,multisig-sm-07,203939,203939,202745,205574,6167,0
haskell,multisig-sm-08,201512,201512,200309,202632,4722,0
haskell,multisig-sm-09,204326,204326,203452,205026,3045,0
haskell,multisig-sm-10,285608,285608,284063,287758,8543,0
haskell,ping-pong-1,168716,168716,168215,169228,2394,0
haskell,ping-pong-2,165568,165568,165135,166169,2049,0
haskell,ping-pong_2-1,102325,102325,101851,102980,2365,0
haskell,prism-1,80716,80716,80461,81011,1147,0
haskell,prism-2,207422,207422,206976,207946,2038,0
haskell,prism-3,186101,186101,185300,186908,3694,0
haskell,pubkey-1,69259,69259,68982,69637,1439,0
haskell,stablecoin_1-1,501797,501797,500173,502945,6087,0
haskell,stablecoin_1-2,93818,93818,93587,94237,1263,0
haskell,stablecoin_1-3,553694,553694,551862,555720,8410,0
haskell,stablecoin_1-4,102077,102077,101517,102908,2829,0
haskell,stablecoin_1-5,713002,713002,710652,715533,10354,0
haskell,stablecoin_1-6,122351,122351,121571,124197,4995,0
haskell,stablecoin_2-1,493639,493639,492158,496268,8748,0
haskell,stablecoin_2-2,96689,96689,96322,96917,1227,0
haskell,stablecoin_2-3,556595,556595,554796,559027,8647,0
haskell,stablecoin_2-4,99273,99273,99035,99578,1205,0
haskell,token-account-1,93562,93562,93334,93848,1164,0
haskell,token-account-2,162219,162219,161800,162617,1717,0
haskell,uniswap-1,196246,196246,195894,196594,1431,0
haskell,uniswap-2,108656,108656,107898,110193,4278,0
haskell,uniswap-3,867116,867116,864528,870130,12049,0
haskell,uniswap-4,159259,159259,158634,159845,2607,0
haskell,uniswap-5,570762,570762,569341,573274,7999,0
haskell,uniswap-6,152089,152089,151509,152739,2697,0
haskell,vesting-1,173465,173465,173066,174075,2053,0
