vm,script,mean_ns,median_ns,min_ns,max_ns,stddev_ns,iterations
blaze-jsc,auction_1-1,556600,556600,454300,1255600,7736,899
blaze-jsc,auction_1-2,1779300,1779300,1407800,2535600,36653,282
blaze-jsc,auction_1-3,1765400,1765400,1413200,2740300,37073,284
blaze-jsc,auction_1-4,699800,699800,584900,1256000,10007,715
blaze-jsc,auction_2-1,544600,544600,452000,1173800,7569,919
blaze-jsc,auction_2-2,1742900,1742900,1403700,2418200,36426,287
blaze-jsc,auction_2-3,2219100,2219100,1798900,2956200,42606,226
blaze-jsc,auction_2-4,1765100,1765100,1419500,2577900,36714,284
blaze-jsc,auction_2-5,763000,763000,606000,1344000,11979,656
blaze-jsc,coop-1,829100,829100,676100,1321000,11690,604
blaze-jsc,coop-2,2614800,2614800,2104500,3758600,47589,192
blaze-jsc,coop-3,6069000,6069000,5595600,7823100,80110,83
blaze-jsc,coop-4,2886300,2886300,2427300,3749100,40696,174
blaze-jsc,coop-5,1325600,1325600,1114800,1905600,20281,378
blaze-jsc,coop-6,2110300,2110300,1890800,2520300,19625,238
blaze-jsc,coop-7,1050100,1050100,918900,1518000,11761,477
blaze-jsc,crowdfunding-success-1,649800,649800,552800,1184700,8902,770
blaze-jsc,crowdfunding-success-2,648100,648100,545700,1137700,8878,772
blaze-jsc,crowdfunding-success-3,651500,651500,553900,1138400,8730,768
blaze-jsc,currency-1,720300,720300,611700,1204000,9940,695
blaze-jsc,escrow-redeem_1-1,1010999,1010999,854400,1550400,15771,495
blaze-jsc,escrow-redeem_1-2,1021700,1021700,853200,1692800,15836,490
blaze-jsc,escrow-redeem_2-1,1150900,1150900,973100,1730000,18184,435
blaze-jsc,escrow-redeem_2-2,1155100,1155100,969300,1664000,18135,433
blaze-jsc,escrow-redeem_2-3,1159300,1159300,974300,1646400,18201,432
blaze-jsc,escrow-refund-1,541200,541200,442300,1102600,8605,924
blaze-jsc,future-increase-margin-1,716100,716100,602800,1257100,9810,699
blaze-jsc,future-increase-margin-2,1479800,1479800,1247800,2155200,23232,338
blaze-jsc,future-increase-margin-3,1479000,1479000,1229100,2251900,23664,339
blaze-jsc,future-increase-margin-4,1467200,1467200,1263000,1860900,17606,341
blaze-jsc,future-increase-margin-5,3616300,3616300,2995200,5650100,77750,139
blaze-jsc,future-pay-out-1,744900,744900,600200,1586700,14078,672
