vm,script,mean_ns,median_ns,min_ns,max_ns,stddev_ns,iterations
plutigo,auction_1-1,135590,135590,0,0,0,44304
scalus-cek,auction_1-1,121799,121799,121799,121799,0,1
scalus-jit,auction_1-1,27503,27503,27503,27503,0,1
plutigo,auction_1-2,444627,444627,0,0,0,13452
scalus-cek,auction_1-2,488743,488743,488743,488743,0,1
scalus-jit,auction_1-2,794589,794589,794589,794589,0,1
plutigo,auction_1-3,440429,440429,0,0,0,13626
scalus-cek,auction_1-3,477353,477353,477353,477353,0,1
scalus-jit,auction_1-3,579009,579009,579009,579009,0,1
plutigo,auction_1-4,159372,159372,0,0,0,37568
scalus-cek,auction_1-4,152181,152181,152181,152181,0,1
scalus-jit,auction_1-4,39961,39961,39961,39961,0,1
plutigo,auction_2-1,135133,135133,0,0,0,44134
scalus-cek,auction_2-1,119945,119945,119945,119945,0,1
scalus-jit,auction_2-1,27299,27299,27299,27299,0,1
plutigo,auction_2-2,439493,439493,0,0,0,13640
scalus-cek,auction_2-2,481343,481343,481343,481343,0,1
scalus-jit,auction_2-2,753078,753078,753078,753078,0,1
plutigo,auction_2-3,527009,527009,0,0,0,10000
scalus-cek,auction_2-3,627247,627247,627247,627247,0,1
scalus-jit,auction_2-3,795324,795324,795324,795324,0,1
plutigo,auction_2-4,440382,440382,0,0,0,13590
scalus-cek,auction_2-4,479280,479280,479280,479280,0,1
scalus-jit,auction_2-4,671887,671887,671887,671887,0,1
plutigo,auction_2-5,159081,159081,0,0,0,37701
scalus-cek,auction_2-5,153450,153450,153450,153450,0,1
scalus-jit,auction_2-5,46724,46724,46724,46724,0,1
plutigo,coop-1,150294,150294,0,0,0,39736
scalus-cek,coop-1,153206,153206,153206,153206,0,1
scalus-jit,coop-1,63048,63048,63048,63048,0,1
plutigo,coop-2,442539,442539,0,0,0,13568
scalus-cek,coop-2,497278,497278,497278,497278,0,1
scalus-jit,coop-2,217627,217627,217627,217627,0,1
plutigo,coop-3,1022351,1022351,0,0,0,5746
scalus-cek,coop-3,1741583,1741583,1741583,1741583,0,1
scalus-jit,coop-3,726525,726525,726525,726525,0,1
plutigo,coop-4,508551,508551,0,0,0,10000
