Name,Mean,MeanLB,MeanUB,Stddev,StddevLB,StddevUB
escrow-refund-1,7.078121795166259e-5,7.04701327002269e-5,7.112215731334513e-5,1.4986920358638596e-6,1.3092807428560993e-6,1.804258878821256e-6
future-increase-margin-1,1.133967816601264e-4,1.1295343263571408e-4,1.1431800327210847e-4,2.6450733920650703e-6,1.6422450265586102e-6,4.99603428549686e-6
future-increase-margin-2,2.4215983317549535e-4,2.4148461442176624e-4,2.4320791951721967e-4,3.6926862958008605e-6,2.7922335513144487e-6,5.0103046787256704e-6
future-increase-margin-3,2.4368058421096945e-4,2.4250643543899988e-4,2.450457343357282e-4,5.213856145501502e-6,4.678054162934223e-6,5.689993694278024e-6
future-increase-margin-4,2.294681643957406e-4,2.2836063387365052e-4,2.3186719666416861e-4,6.842589671389276e-6,4.124381648794874e-6,1.414708862538964e-5
future-increase-margin-5,3.9290967459386074e-4,3.9104319138742516e-4,3.951707440208567e-4,8.648440723696064e-6,7.497321439549515e-6,9.504053801869516e-6
future-pay-out-1,1.1323961932728609e-4,1.1291905314459001e-4,1.136991986756645e-4,1.714003651288089e-6,1.3688195298805538e-6,2.1453071775920994e-6
future-pay-out-2,2.4530464734240235e-4,2.4357770839114813e-4,2.4849726659920184e-4,1.0179606034781856e-5,6.028989956559393e-6,1.6732672799293435e-5
future-pay-out-3,2.4050861991730042e-4,2.399059421266155e-4,2.4135263014085615e-4,2.9219663352458836e-6,2.133045618656863e-6,4.058268959502366e-6
future-pay-out-4,3.92208919542138e-4,3.908785933019517e-4,3.9416074764032834e-4,6.901272893991885e-6,5.5293132918599e-6,8.434845803780622e-6
future-settle-early-1,1.1631505995722453e-4,1.1510187947549376e-4,1.184852945857329e-4,7.2394746777097105e-6,4.119789044962958e-6,1.1205280664816133e-5
future-settle-early-2,2.4333348716119174e-4,2.4272403098555748e-4,2.441319276478534e-4,3.1665643629818327e-6,2.5207771666917727e-6,3.913791027946902e-6
future-settle-early-3,2.4361592426537155e-4,2.425415270910939e-4,2.450285979239924e-4,5.376586778365091e-6,4.375480943740598e-6,6.692738213463829e-6
future-settle-early-4,2.927874333845476e-4,2.9153751898258366e-4,2.9395137054342784e-4,5.408477411537227e-6,4.602959564039972e-6,6.175805010490713e-6
game-sm-success_1-1,1.8457221184117655e-4,1.8368120931871237e-4,1.8552638868912517e-4,4.078431440131011e-6,3.7540684929973235e-6,4.461986474263386e-6
game-sm-success_1-2,8.780981131000068e-5,8.767419853003517e-5,8.801946258133856e-5,7.218828224523196e-7,5.017648299012984e-7,1.0452597956656029e-6
game-sm-success_1-3,2.9087607001710255e-4,2.8945458462873537e-4,2.925403465519301e-4,6.6953651004826516e-6,5.642521122046955e-6,7.736723570201256e-6
game-sm-success_1-4,1.0307313248766896e-4,1.0257760773771671e-4,1.0364963930504342e-4,2.2972793841249113e-6,2.076565759162423e-6,2.6071039158964238e-6
game-sm-success_2-1,1.8119720493669434e-4,1.8041547340129626e-4,1.821815666771504e-4,3.699377158090301e-6,3.0897139213480596e-6,4.325746464260605e-6
game-sm-success_2-2,8.845658957497706e-5,8.818249569643108e-5,8.887734814623115e-5,1.4236811740487776e-6,1.1446559307335217e-6,1.8351256680241522e-6
game-sm-success_2-3,2.942159911422202e-4,2.925788740350937e-4,2.9596419209616516e-4,7.3974150220596084e-6,6.779000240523527e-6,8.374069165470443e-6
game-sm-success_2-4,1.0162737220725587e-4,1.0133330608891118e-4,1.0204240840129843e-4,1.5401942136321116e-6,1.1742959851439878e-6,2.166284223387836e-6
game-sm-success_2-5,2.9176676249272727e-4,2.905952642690293e-4,2.9308724966806924e-4,5.422503938011033e-6,4.555069109368217e-6,6.698898891611045e-6
game-sm-success_2-6,1.0317281415456224e-4,1.0274046597020396e-4,1.0360168107722856e-4,1.9338233473456933e-6,1.7163042244379445e-6,2.108971906627914e-6
guardrail-sorted-large,1.9631297036856464e-4,1.9563876686617187e-4,1.9726165683524644e-4,3.490531780827693e-6,2.9334710990520123e-6,4.291230799447962e-6
guardrail-sorted-small,3.024626925781879e-5,3.00769692904222e-5,3.064520587311257e-5,1.0287007151898192e-6,6.075459731484346e-7,2.023773021147477e-6
guardrail-unsorted-large,2.678695903761562e-4,2.6688326584566724e-4,2.69035384254748e-4,4.559699966856003e-6,3.919449126354874e-6,5.265659888418337e-6
guardrail-unsorted-small,3.015888251645516e-5,3.0060417850373087e-5,3.030400466135359e-5,4.870113774521454e-7,3.388024497947114e-7,7.08743105874716e-7
multisig-sm-01,1.8704426023486296e-4,1.8639561287251655e-4,1.878967522811695e-4,3.0791671084168543e-6,2.5120460195838115e-6,3.700503630835698e-6
multisig-sm-02,1.8360444938903e-4,1.8277119925816596e-4,1.8443059601889902e-4,3.622768175882665e-6,3.038843021700892e-6,4.194229061300855e-6
multisig-sm-03,1.8144565280038292e-4,1.8110431302415558e-4,1.8214733573562795e-4,1.994113427960992e-6,1.1572526872242923e-6,3.6581609660351727e-6
multisig-sm-04,1.8273605803042055e-4,1.8250269605795102e-4,1.830614720620574e-4,1.1720945207978921e-6,9.364673268024072e-7,1.4702158581961877e-6
multisig-sm-05,2.572585334410487e-4,2.567898776327425e-4,2.578839259372398e-4,2.480551419524074e-6,1.8426741228320387e-6,3.3179324394623683e-6
multisig-sm-06,1.858764694485804e-4,1.855865964301689e-4,1.8638172750655397e-4,1.5791179890602454e-6,1.0334303022022907e-6,2.5407188995147454e-6
multisig-sm-07,1.8243272755612418e-4,1.819773004076001e-4,1.832612037872045e-4,2.627307692295005e-6,1.4639207452715544e-6,4.879900224206265e-6
multisig-sm-08,1.817082795814452e-4,1.8139049182356568e-4,1.821794973480444e-4,1.6959872681675585e-6,1.140586096743983e-6,2.535741187542858e-6
multisig-sm-09,1.8457709991361273e-4,1.8378098436492215e-4,1.857477747795752e-4,3.965878605317657e-6,3.3946328156912757e-6,5.296339823023553e-6
multisig-sm-10,2.621637128360942e-4,2.60810040799391e-4,2.637059913089749e-4,6.560272197261187e-6,5.916474952264134e-6,7.396504345457809e-6
ping-pong-1,1.514153529469879e-4,1.5109026445363623e-4,1.5199999202526068e-4,1.7223757666355748e-6,1.1594122767087774e-6,2.422366846755997e-6
ping-pong-2,1.5222228980523694e-4,1.5193350827657405e-4,1.5275836876164667e-4,1.6207303488296942e-6,9.446749446944842e-7,2.4957622289997696e-6
ping-pong_2-1,9.350389461094646e-5,9.337486551019692e-5,9.367869393339017e-5,6.591164274902689e-7,4.893609792931916e-7,8.983100866795337e-7
prism-1,7.316178930342224e-5,7.308504154665892e-5,7.325076611997043e-5,3.6372485111100515e-7,2.9611904358509087e-7,4.821711799634682e-7
prism-2,1.8882139267099981e-4,1.883524618962233e-4,1.9039216310701263e-4,3.3618592694422134e-6,1.3104337115470153e-6,6.7412745690991254e-6
prism-3,1.6688198963478112e-4,1.6664544960411548e-4,1.672739910848895e-4,1.2224510486089066e-6,9.282388319180941e-7,1.6987294105699806e-6
pubkey-1,6.31179968546704e-5,6.306879828994603e-5,6.316834356302535e-5,2.2084476519364238e-7,1.8987353747123054e-7,2.813148038523328e-7
stablecoin_1-1,4.482248168643511e-4,4.4661659281367943e-4,4.5424913755748005e-4,1.2268423722551493e-5,4.102768839592786e-6,2.5267163011266903e-5
stablecoin_1-2,8.707007405383131e-5,8.697014190605588e-5,8.727468520642108e-5,6.092681822328873e-7,3.3322624273731703e-7,1.0404346405693187e-6
stablecoin_1-3,5.084973087690125e-4,5.079740887275665e-4,5.090900615568878e-4,2.469942353846214e-6,2.0573433765070445e-6,3.0339666041237745e-6
stablecoin_1-4,9.245447274853477e-5,9.174558692391788e-5,9.415138785417937e-5,4.43187990019022e-6,1.5141604631684199e-6,8.866832656423772e-6
stablecoin_1-5,6.482138475426494e-4,6.465536189082973e-4,6.504171931547744e-4,8.209677498707696e-6,6.334462192010031e-6,1.0751372101941506e-5
stablecoin_1-6,1.1220978057310715e-4,1.1209736685113468e-4,1.1235265828835786e-4,5.745267233192387e-7,4.689583408699034e-7,7.24817831368316e-7
stablecoin_2-1,4.4589069746085356e-4,4.452190386005802e-4,4.4659966213430734e-4,2.9721414046478724e-6,2.4967460695213178e-6,3.7128224898572566e-6
stablecoin_2-2,8.626099091710449e-5,8.615954718329217e-5,8.638619209307533e-5,4.6935882734146163e-7,3.6623596724341584e-7,6.251826304811437e-7
stablecoin_2-3,5.095816348016258e-4,5.085620134282808e-4,5.108574699740368e-4,5.050244518924069e-6,3.9091735150559986e-6,6.903182433249675e-6
stablecoin_2-4,9.168863056286312e-5,9.148873960736328e-5,9.193208845912238e-5,9.819129793790204e-7,7.310142764852317e-7,1.3254868483261257e-6
token-account-1,8.484310982726428e-5,8.474235680252368e-5,8.499225342664413e-5,5.308476795313742e-7,3.611788249232309e-7,8.235484603167108e-7
token-account-2,1.4990785711998744e-4,1.4962005182792603e-4,1.5030840207691954e-4,1.4360172489495127e-6,9.970376071847407e-7,2.108576028013687e-6
uniswap-1,1.7920687236747508e-4,1.7893938690839755e-4,1.7950789792738265e-4,1.216512419468274e-6,8.580480140080052e-7,1.6531492690754071e-6
uniswap-2,9.91617909194317e-5,9.902804995366145e-5,9.939432933819123e-5,7.492490579543264e-7,5.035198394077013e-7,1.2553896657928306e-6
uniswap-3,8.041315704201816e-4,8.022035667619086e-4,8.071082792860408e-4,9.955712374609433e-6,7.3451231121664566e-6,1.3908833036049817e-5
uniswap-4,1.4546769484045458e-4,1.452618111274111e-4,1.457896033647075e-4,1.0956304707396977e-6,7.118104728611425e-7,1.6085534969778206e-6
uniswap-5,5.281723610901775e-4,5.270167914261896e-4,5.298893913103537e-4,5.717190086767615e-6,3.888577782654631e-6,8.512835773004016e-6
uniswap-6,1.3870326657716922e-4,1.384568343116555e-4,1.3926997322969675e-4,1.504877442796887e-6,9.557228280832413e-7,2.7176800467713574e-6
vesting-1,1.6096304230736358e-4,1.6078688009863392e-4,1.6119390258612226e-4,8.731141070859144e-7,7.080333219421825e-7,1.1425824434532467e-6
