"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: file"
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,31.841318,NaN,"us/op",auction_1-1.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,777.400995,NaN,"us/op",auction_1-2.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,586.832184,NaN,"us/op",auction_1-3.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,49.150752,NaN,"us/op",auction_1-4.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,38.125956,NaN,"us/op",auction_2-1.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,1131.890129,NaN,"us/op",auction_2-2.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,828.282986,NaN,"us/op",auction_2-3.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,543.104637,NaN,"us/op",auction_2-4.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,43.338073,NaN,"us/op",auction_2-5.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,32.126289,NaN,"us/op",crowdfunding-success-1.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,33.571691,NaN,"us/op",crowdfunding-success-2.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,32.048270,NaN,"us/op",crowdfunding-success-3.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,29.617996,NaN,"us/op",currency-1.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,62.124476,NaN,"us/op",escrow-redeem_1-1.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,61.496114,NaN,"us/op",escrow-redeem_1-2.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,71.292904,NaN,"us/op",escrow-redeem_2-1.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,70.490363,NaN,"us/op",escrow-redeem_2-2.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,67.400246,NaN,"us/op",escrow-redeem_2-3.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,15.842663,NaN,"us/op",escrow-refund-1.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,27.365410,NaN,"us/op",future-increase-margin-1.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,99.112735,NaN,"us/op",future-increase-margin-2.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,112.727922,NaN,"us/op",future-increase-margin-3.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,614.189044,NaN,"us/op",future-increase-margin-4.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,1225.467365,NaN,"us/op",future-increase-margin-5.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,32.030190,NaN,"us/op",future-pay-out-1.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,114.930784,NaN,"us/op",future-pay-out-2.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,97.647130,NaN,"us/op",future-pay-out-3.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,1356.070687,NaN,"us/op",future-pay-out-4.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,27.512098,NaN,"us/op",future-settle-early-1.flat
