"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: file"
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,253.175790,NaN,"us/op",ping-pong-1.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,243.641357,NaN,"us/op",ping-pong-2.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,146.921495,NaN,"us/op",ping-pong_2-1.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,112.219910,NaN,"us/op",prism-1.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,287.331231,NaN,"us/op",prism-2.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,268.527259,NaN,"us/op",prism-3.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,104.080472,NaN,"us/op",pubkey-1.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,707.205022,NaN,"us/op",stablecoin_1-1.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,132.279950,NaN,"us/op",stablecoin_1-2.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,796.449109,NaN,"us/op",stablecoin_1-3.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,141.547715,NaN,"us/op",stablecoin_1-4.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,1005.905454,NaN,"us/op",stablecoin_1-5.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,170.896064,NaN,"us/op",stablecoin_1-6.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,697.397586,NaN,"us/op",stablecoin_2-1.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,134.062772,NaN,"us/op",stablecoin_2-2.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,790.754502,NaN,"us/op",stablecoin_2-3.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,139.624284,NaN,"us/op",stablecoin_2-4.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,134.517157,NaN,"us/op",token-account-1.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,242.302907,NaN,"us/op",token-account-2.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,319.008941,NaN,"us/op",uniswap-1.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,157.250281,NaN,"us/op",uniswap-2.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,1190.092054,NaN,"us/op",uniswap-3.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,224.312801,NaN,"us/op",uniswap-4.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,759.102452,NaN,"us/op",uniswap-5.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,215.528572,NaN,"us/op",uniswap-6.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,249.634819,NaN,"us/op",vesting-1.flat
