vm,script,mean_ns,median_ns,min_ns,max_ns,stddev_ns,iterations
scalus-cek,auction_1-1,122319,122319,122319,122319,0,1
scalus-cek,auction_1-2,498940,498940,498940,498940,0,1
scalus-cek,auction_1-3,476841,476841,476841,476841,0,1
scalus-cek,auction_1-4,154561,154561,154561,154561,0,1
scalus-cek,auction_2-1,119178,119178,119178,119178,0,1
scalus-cek,auction_2-2,480547,480547,480547,480547,0,1
scalus-cek,auction_2-3,613213,613213,613213,613213,0,1
scalus-cek,auction_2-4,466904,466904,466904,466904,0,1
scalus-cek,auction_2-5,152917,152917,152917,152917,0,1
scalus-cek,crowdfunding-success-1,140350,140350,140350,140350,0,1
scalus-cek,crowdfunding-success-2,140314,140314,140314,140314,0,1
scalus-cek,crowdfunding-success-3,139284,139284,139284,139284,0,1
scalus-cek,currency-1,221136,221136,221136,221136,0,1
scalus-cek,escrow-redeem_1-1,245379,245379,245379,245379,0,1
scalus-cek,escrow-redeem_1-2,247276,247276,247276,247276,0,1
scalus-cek,escrow-redeem_2-1,288247,288247,288247,288247,0,1
scalus-cek,escrow-redeem_2-2,293484,293484,293484,293484,0,1
scalus-cek,escrow-redeem_2-3,297988,297988,297988,297988,0,1
scalus-cek,escrow-refund-1,104079,104079,104079,104079,0,1
scalus-cek,future-increase-margin-1,177743,177743,177743,177743,0,1
scalus-cek,future-increase-margin-2,394352,394352,394352,394352,0,1
scalus-cek,future-increase-margin-3,411276,411276,411276,411276,0,1
scalus-cek,future-increase-margin-4,362416,362416,362416,362416,0,1
scalus-cek,future-increase-margin-5,635380,635380,635380,635380,0,1
scalus-cek,future-pay-out-1,175666,175666,175666,175666,0,1
scalus-cek,future-pay-out-2,391563,391563,391563,391563,0,1
scalus-cek,future-pay-out-3,391017,391017,391017,391017,0,1
scalus-cek,future-pay-out-4,623845,623845,623845,623845,0,1
scalus-cek,future-settle-early-1,182006,182006,182006,182006,0,1
scalus-cek,future-settle-early-2,388291,388291,388291,388291,0,1
scalus-cek,future-settle-early-3,388498,388498,388498,388498,0,1
scalus-cek,future-settle-early-4,476152,476152,476152,476152,0,1
scalus-cek,game-sm-success_1-1,274514,274514,274514,274514,0,1
scalus-cek,game-sm-success_1-2,135263,135263,135263,135263,0,1
scalus-cek,game-sm-success_1-3,479313,479313,479313,479313,0,1
scalus-cek,game-sm-success_1-4,155790,155790,155790,155790,0,1
scalus-cek,game-sm-success_2-1,273537,273537,273537,273537,0,1
scalus-cek,game-sm-success_2-2,137189,137189,137189,137189,0,1
scalus-cek,game-sm-success_2-3,464178,464178,464178,464178,0,1
scalus-cek,game-sm-success_2-4,155382,155382,155382,155382,0,1
scalus-cek,game-sm-success_2-5,492073,492073,492073,492073,0,1
scalus-cek,game-sm-success_2-6,157657,157657,157657,157657,0,1
scalus-cek,multisig-sm-01,281131,281131,281131,281131,0,1
scalus-cek,multisig-sm-02,279115,279115,279115,279115,0,1
scalus-cek,multisig-sm-03,300956,300956,300956,300956,0,1
scalus-cek,multisig-sm-04,290443,290443,290443,290443,0,1
scalus-cek,multisig-sm-05,414284,414284,414284,414284,0,1
scalus-cek,multisig-sm-06,283941,283941,283941,283941,0,1
scalus-cek,multisig-sm-07,280497,280497,280497,280497,0,1
scalus-cek,multisig-sm-08,285875,285875,285875,285875,0,1
scalus-cek,multisig-sm-09,287877,287877,287877,287877,0,1
scalus-cek,multisig-sm-10,410142,410142,410142,410142,0,1
scalus-cek,ping-pong-1,253175,253175,253175,253175,0,1
scalus-cek,ping-pong-2,243641,243641,243641,243641,0,1
scalus-cek,ping-pong_2-1,146921,146921,146921,146921,0,1
scalus-cek,prism-1,112219,112219,112219,112219,0,1
scalus-cek,prism-2,287331,287331,287331,287331,0,1
scalus-cek,prism-3,268527,268527,268527,268527,0,1
scalus-cek,pubkey-1,104080,104080,104080,104080,0,1
scalus-cek,stablecoin_1-1,707205,707205,707205,707205,0,1
scalus-cek,stablecoin_1-2,132279,132279,132279,132279,0,1
scalus-cek,stablecoin_1-3,796449,796449,796449,796449,0,1
scalus-cek,stablecoin_1-4,141547,141547,141547,141547,0,1
scalus-cek,stablecoin_1-5,1005905,1005905,1005905,1005905,0,1
scalus-cek,stablecoin_1-6,170896,170896,170896,170896,0,1
scalus-cek,stablecoin_2-1,697397,697397,697397,697397,0,1
scalus-cek,stablecoin_2-2,134062,134062,134062,134062,0,1
scalus-cek,stablecoin_2-3,790754,790754,790754,790754,0,1
scalus-cek,stablecoin_2-4,139624,139624,139624,139624,0,1
scalus-cek,token-account-1,134517,134517,134517,134517,0,1
scalus-cek,token-account-2,242302,242302,242302,242302,0,1
scalus-cek,uniswap-1,319008,319008,319008,319008,0,1
scalus-cek,uniswap-2,157250,157250,157250,157250,0,1
scalus-cek,uniswap-3,1190092,1190092,1190092,1190092,0,1
scalus-cek,uniswap-4,224312,224312,224312,224312,0,1
scalus-cek,uniswap-5,759102,759102,759102,759102,0,1
scalus-cek,uniswap-6,215528,215528,215528,215528,0,1
scalus-cek,vesting-1,249634,249634,249634,249634,0,1
