vm,script,mean_ns,median_ns,min_ns,max_ns,stddev_ns,iterations
blaze-jsc,auction_1-1,592000,592000,482500,1670500,10123,845
blaze-jsc,auction_1-2,1962700,1962700,1526700,3447900,50833,255
blaze-jsc,auction_1-3,1942900,1942900,1520200,3128100,47018,258
blaze-jsc,auction_1-4,719700,719700,606000,1893700,12018,695
blaze-jsc,auction_2-1,574400,574400,477000,1316800,8845,871
blaze-jsc,auction_2-2,1841900,1841900,1476400,2631600,41626,272
blaze-jsc,auction_2-3,2369900,2369900,1853400,4081000,55455,211
blaze-jsc,auction_2-4,1851300,1851300,1484400,2716000,41469,271
blaze-jsc,auction_2-5,713600,713600,607500,1311200,10632,701
blaze-jsc,coop-1,791700,791700,671000,1276400,10133,632
blaze-jsc,coop-2,2635600,2635600,2207700,3712500,44805,190
blaze-jsc,coop-3,6295200,6295200,5770600,7140500,73024,80
blaze-jsc,coop-4,3291400,3291400,2602200,5500500,87880,152
blaze-jsc,coop-5,1382100,1382100,1165500,2011200,24048,362
blaze-jsc,coop-6,2266700,2266700,1982500,3094400,29467,221
blaze-jsc,coop-7,1100400,1100400,946500,1626800,13975,455
blaze-jsc,crowdfunding-success-1,690000,690000,576600,1394600,10626,725
blaze-jsc,crowdfunding-success-2,715600,715600,565400,2031600,15313,699
blaze-jsc,crowdfunding-success-3,870700,870700,577300,2218400,23683,575
blaze-jsc,currency-1,735900,735900,607600,1507100,11332,680
blaze-jsc,escrow-redeem_1-1,1072200,1072200,880700,2105600,19406,467
blaze-jsc,escrow-redeem_1-2,1061800,1061800,888400,1680300,18793,471
blaze-jsc,escrow-redeem_2-1,1213900,1213900,1010899,2040700,21607,412
blaze-jsc,escrow-redeem_2-2,1205500,1205500,1004500,2187100,21096,416
blaze-jsc,escrow-redeem_2-3,1206500,1206500,1012300,1805100,20751,415
blaze-jsc,escrow-refund-1,590500,590500,468100,1384600,11101,847
blaze-jsc,future-increase-margin-1,756600,756600,627100,1300600,11575,661
blaze-jsc,future-increase-margin-2,1578600,1578600,1287200,2414700,28888,317
blaze-jsc,future-increase-margin-3,1568500,1568500,1290100,2479000,27448,319
blaze-jsc,future-increase-margin-4,1549700,1549700,1322500,2405900,21385,323
blaze-jsc,future-increase-margin-5,3849000,3849000,3143100,4976000,90836,130
blaze-jsc,future-pay-out-1,772700,772700,619300,1962900,16613,648
blaze-jsc,future-pay-out-2,1549100,1549100,1293200,2132300,28658,323
blaze-jsc,future-pay-out-3,1682000,1682000,1286300,2955800,46086,298
blaze-jsc,future-pay-out-4,3728100,3728100,3087000,5070300,88728,135
blaze-jsc,future-settle-early-1,728700,728700,610700,1289400,11804,687
blaze-jsc,future-settle-early-2,1624100,1624100,1291600,3057100,38815,308
blaze-jsc,future-settle-early-3,1544900,1544900,1284100,2464800,29044,324
blaze-jsc,future-settle-early-4,3239800,3239800,2670400,4420400,81966,155
blaze-jsc,game-sm-success_1-1,1375400,1375400,1066600,2430800,34247,364
blaze-jsc,game-sm-success_1-2,620300,620300,535000,1166300,7629,807
blaze-jsc,game-sm-success_1-3,1969700,1969700,1579400,3005200,45106,254
blaze-jsc,game-sm-success_1-4,720600,720600,620600,1198800,9800,694
blaze-jsc,game-sm-success_2-1,1319500,1319500,1051200,2308800,31668,379
blaze-jsc,game-sm-success_2-2,623200,623200,540900,1674500,8163,803
blaze-jsc,game-sm-success_2-3,1959200,1959200,1576600,3560800,46237,256
blaze-jsc,game-sm-success_2-4,730900,730900,626700,1251900,10232,685
blaze-jsc,game-sm-success_2-5,1984400,1984400,1582400,3004800,45839,253
blaze-jsc,game-sm-success_2-6,732000,732000,623300,1298200,10394,684
blaze-jsc,guardrail-sorted-large,1530600,1530600,1288600,2187600,24183,327
blaze-jsc,guardrail-sorted-small,268500,268500,226500,1031300,3571,1863
blaze-jsc,guardrail-unsorted-large,1888900,1888900,1674600,3219100,20022,265
blaze-jsc,guardrail-unsorted-small,269600,269600,220600,873800,3855,1855
blaze-jsc,multisig-sm-01,1427900,1427900,1116400,2721900,39410,351
blaze-jsc,multisig-sm-02,1378100,1378100,1077400,2643000,35279,364
blaze-jsc,multisig-sm-03,1376500,1376500,1104400,2301700,33173,364
blaze-jsc,multisig-sm-04,1401800,1401800,1125900,2402500,35325,357
blaze-jsc,multisig-sm-05,1892800,1892800,1450500,3157200,49023,265
blaze-jsc,multisig-sm-06,1411500,1411500,1116400,2607700,37122,355
blaze-jsc,multisig-sm-07,1358100,1358100,1094800,2406200,33001,369
blaze-jsc,multisig-sm-08,1364600,1364600,1101300,2337300,33705,367
blaze-jsc,multisig-sm-09,1382700,1382700,1114200,2367000,34152,362
blaze-jsc,multisig-sm-10,1807800,1807800,1446800,2828700,41579,277
blaze-jsc,ping-pong-1,1129300,1129300,907400,2174500,26764,443
blaze-jsc,ping-pong-2,1172700,1172700,923400,2400900,29200,427
blaze-jsc,ping-pong_2-1,809700,809700,628600,1980200,19675,618
blaze-jsc,prism-1,569400,569400,464400,1103900,8597,879
blaze-jsc,prism-2,1363100,1363100,1136300,2669800,28079,367
