vm,script,mean_ns,median_ns,min_ns,max_ns,stddev_ns,iterations
uplc-turbo,auction_1-1,155541,152729,150824,189892,7537,100
uplc-turbo,auction_1-2,431238,427780,423538,468035,6779,100
uplc-turbo,auction_1-3,425806,424756,420327,460799,5822,100
uplc-turbo,auction_1-4,184314,184149,182581,193200,1216,100
uplc-turbo,auction_2-1,152403,152025,150236,160176,1785,100
uplc-turbo,auction_2-2,432477,429491,421262,530944,12382,100
uplc-turbo,auction_2-3,515630,516635,504563,532611,6734,100
uplc-turbo,auction_2-4,435589,429935,423125,532611,16735,100
uplc-turbo,auction_2-5,184086,182924,181121,229335,6292,100
uplc-turbo,coop-1,163779,162659,160937,182365,2972,100
uplc-turbo,coop-2,512095,509237,502513,537571,7427,100
uplc-turbo,coop-3,1092789,1081379,1071285,1291813,30001,100
uplc-turbo,coop-4,541232,539962,529985,577165,7376,100
uplc-turbo,coop-5,302478,300475,296615,316632,4712,100
uplc-turbo,coop-6,458276,447664,442848,606270,30104,100
uplc-turbo,coop-7,228775,228226,226770,249762,2710,100
uplc-turbo,crowdfunding-success-1,181836,182163,177660,196912,2974,100
uplc-turbo,crowdfunding-success-2,181052,179333,178246,220546,5073,100
uplc-turbo,crowdfunding-success-3,181532,179340,177690,227864,5705,100
uplc-turbo,currency-1,187732,186653,184283,228397,5812,100
uplc-turbo,escrow-redeem_1-1,259979,257445,255353,330157,11847,100
uplc-turbo,escrow-redeem_1-2,259700,259008,255444,277159,3261,100
uplc-turbo,escrow-redeem_2-1,288847,287237,283691,313989,4503,100
uplc-turbo,escrow-redeem_2-2,295344,293529,283198,359303,14955,100
uplc-turbo,escrow-redeem_2-3,289658,286903,283252,356538,11017,100
uplc-turbo,escrow-refund-1,165192,165300,163543,168502,871,100
uplc-turbo,future-increase-margin-1,189200,185981,183131,232694,10483,100
uplc-turbo,future-increase-margin-2,353069,352029,348364,386584,4626,100
uplc-turbo,future-increase-margin-3,363340,361417,348227,452868,14409,100
uplc-turbo,future-increase-margin-4,400587,389578,382959,478485,24876,100
uplc-turbo,future-increase-margin-5,568244,569494,540366,632871,12620,100
uplc-turbo,future-pay-out-1,196875,189987,186773,235003,15307,100
uplc-turbo,future-pay-out-2,363711,358276,347390,462500,20589,100
uplc-turbo,future-pay-out-3,355729,353185,348919,439687,10800,100
uplc-turbo,future-pay-out-4,553454,555236,536844,601346,9513,100
uplc-turbo,future-settle-early-1,187418,186648,185389,198859,2223,100
uplc-turbo,future-settle-early-2,352310,351051,346553,410222,7084,100
uplc-turbo,future-settle-early-3,363172,355451,348754,444748,21463,100
uplc-turbo,future-settle-early-4,477954,466383,453476,588119,34693,100
uplc-turbo,game-sm-success_1-1,323166,321456,317019,336605,3875,100
uplc-turbo,game-sm-success_1-2,158284,157569,155812,189160,4278,100
uplc-turbo,game-sm-success_1-3,439691,439297,426862,543303,13710,100
uplc-turbo,game-sm-success_1-4,178851,177389,175847,228990,6145,100
uplc-turbo,game-sm-success_2-1,321029,321311,316519,327928,1803,100
uplc-turbo,game-sm-success_2-2,162687,161575,155889,196459,5046,100
uplc-turbo,game-sm-success_2-3,432379,430677,424933,452765,6272,100
uplc-turbo,game-sm-success_2-4,180874,178181,174992,222495,8533,100
uplc-turbo,game-sm-success_2-5,437263,438272,425872,458042,7225,100
uplc-turbo,game-sm-success_2-6,176982,175950,174860,202978,3436,100
uplc-turbo,guardrail-sorted-large,326850,318944,316818,431597,18689,100
uplc-turbo,guardrail-sorted-small,72733,72691,70626,77574,1449,100
uplc-turbo,guardrail-unsorted-large,383815,382145,379217,415604,6023,100
uplc-turbo,guardrail-unsorted-small,72920,71946,69868,88117,3777,100
uplc-turbo,multisig-sm-01,337351,334699,330635,356756,5720,100
uplc-turbo,multisig-sm-02,342634,329740,325638,405340,27644,100
uplc-turbo,multisig-sm-03,340895,337532,329238,423498,18712,100
uplc-turbo,multisig-sm-04,337902,334537,330312,382753,8118,100
uplc-turbo,multisig-sm-05,403448,401342,398884,435310,5796,100
