"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: file"
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,676.263047,NaN,"us/op",multisig-sm-04.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,889.751236,NaN,"us/op",multisig-sm-05.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,580.371774,NaN,"us/op",multisig-sm-06.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,668.736033,NaN,"us/op",multisig-sm-07.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,640.262697,NaN,"us/op",multisig-sm-08.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,676.381219,NaN,"us/op",multisig-sm-09.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,919.174819,NaN,"us/op",multisig-sm-10.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,361.322077,NaN,"us/op",ping-pong-1.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,366.348137,NaN,"us/op",ping-pong-2.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,149.600506,NaN,"us/op",ping-pong_2-1.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,16.539409,NaN,"us/op",prism-1.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,499.977175,NaN,"us/op",prism-2.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,84.453978,NaN,"us/op",prism-3.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,13.234543,NaN,"us/op",pubkey-1.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,39.430825,NaN,"us/op",stablecoin_1-2.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,40.415614,NaN,"us/op",stablecoin_1-4.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,48.145374,NaN,"us/op",stablecoin_1-6.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,34.915097,NaN,"us/op",stablecoin_2-2.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,38.039728,NaN,"us/op",stablecoin_2-4.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,39.389254,NaN,"us/op",token-account-1.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,46.883446,NaN,"us/op",token-account-2.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,58.608261,NaN,"us/op",uniswap-1.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,55.018163,NaN,"us/op",uniswap-2.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,62.816285,NaN,"us/op",uniswap-4.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,59.741442,NaN,"us/op",uniswap-6.flat
"scalus.uplc.eval.JITHybridBenchmark.benchJIT_Hybrid","avgt",1,1,229.617698,NaN,"us/op",vesting-1.flat
