vm,script,mean_ns,median_ns,min_ns,max_ns,stddev_ns,iterations
blaze-v8,auction_1-1,580400,580400,479100,1526500,9460,863
blaze-v8,auction_1-2,1950000,1950000,1528200,3258800,48360,257
blaze-v8,auction_1-3,1982400,1982400,1540700,3102900,49560,253
blaze-v8,auction_1-4,739700,739700,615100,1265200,11391,676
blaze-v8,auction_2-1,586500,586500,481100,1374800,9032,853
blaze-v8,auction_2-2,1993500,1993500,1555800,4336200,54023,251
blaze-v8,auction_2-3,2418700,2418700,1923100,3354700,54420,207
blaze-v8,auction_2-4,1926500,1926500,1517600,3829500,48933,260
blaze-v8,auction_2-5,723300,723300,605700,1609000,11789,692
blaze-v8,coop-1,781800,781800,678100,1673900,10397,640
blaze-v8,coop-2,2626100,2626100,2260900,3598600,42017,191
blaze-v8,coop-3,6313900,6313900,5849100,7392600,63770,80
blaze-v8,coop-4,3122900,3122900,2584600,4346100,52464,161
blaze-v8,coop-5,1486400,1486400,1194300,3026300,35376,337
blaze-v8,coop-6,2321600,2321600,2045500,3306600,25073,216
blaze-v8,coop-7,1208800,1208800,986500,2359100,26351,414
blaze-v8,crowdfunding-success-1,700900,700900,587700,1343200,10303,714
blaze-v8,crowdfunding-success-2,720000,720000,578700,1640000,11664,695
blaze-v8,crowdfunding-success-3,703000,703000,579100,1634200,11037,712
blaze-v8,currency-1,754900,754900,623900,1685900,12606,663
blaze-v8,escrow-redeem_1-1,1063300,1063300,875600,1972100,19033,471
blaze-v8,escrow-redeem_1-2,1060700,1060700,888300,1670400,18986,472
blaze-v8,escrow-redeem_2-1,1241800,1241800,1018799,2004600,23718,403
blaze-v8,escrow-redeem_2-2,1202300,1202300,1009800,1854500,20559,417
blaze-v8,escrow-redeem_2-3,1329700,1329700,1024700,3108600,37497,377
blaze-v8,escrow-refund-1,559700,559700,464900,1471200,9962,894
blaze-v8,future-increase-margin-1,732900,732900,618800,1315000,10846,683
blaze-v8,future-increase-margin-2,1581100,1581100,1319700,2362300,28143,317
blaze-v8,future-increase-margin-3,1579600,1579600,1313300,2849900,29538,317
blaze-v8,future-increase-margin-4,1547400,1547400,1332300,2080400,19961,324
blaze-v8,future-increase-margin-5,3907800,3907800,3204600,5388600,93396,128
blaze-v8,future-pay-out-1,813700,813700,626100,2501800,17982,615
blaze-v8,future-pay-out-2,1602100,1602100,1328300,2214100,29158,313
blaze-v8,future-pay-out-3,1618800,1618800,1318700,2806200,32052,309
blaze-v8,future-pay-out-4,3886000,3886000,3184700,5303800,94429,129
blaze-v8,future-settle-early-1,749900,749900,622200,1694800,12598,667
blaze-v8,future-settle-early-2,1591600,1591600,1308800,2472400,30399,315
blaze-v8,future-settle-early-3,1570300,1570300,1314600,2148500,28422,319
blaze-v8,future-settle-early-4,3228000,3228000,2683800,4205800,73598,155
blaze-v8,game-sm-success_1-1,1360800,1360800,1073500,2641200,35108,368
blaze-v8,game-sm-success_1-2,620800,620800,534500,1281500,7263,806
blaze-v8,game-sm-success_1-3,2024300,2024300,1622700,2980100,47975,248
blaze-v8,game-sm-success_1-4,737100,737100,626700,1250500,10245,679
blaze-v8,game-sm-success_2-1,1350800,1350800,1072500,2481700,33634,371
blaze-v8,game-sm-success_2-2,617500,617500,536100,1483900,7286,810
blaze-v8,game-sm-success_2-3,2059600,2059600,1629500,3783600,49636,243
blaze-v8,game-sm-success_2-4,759700,759700,635200,1661500,11319,659
blaze-v8,game-sm-success_2-5,2067500,2067500,1634500,3234400,49826,242
blaze-v8,game-sm-success_2-6,756600,756600,636200,1436900,11122,661
blaze-v8,guardrail-sorted-large,1602700,1602700,1326100,2749800,28848,312
blaze-v8,guardrail-sorted-small,269900,269900,225300,847100,3535,1853
blaze-v8,guardrail-unsorted-large,2088099,2088099,1739500,3407700,35915,240
blaze-v8,guardrail-unsorted-small,276600,276600,222300,841200,4149,1808
