"Benchmark","Mode","Threads","Samples","Score","Score Error (99.9%)","Unit","Param: file"
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,294.460290,NaN,"us/op",escrow-redeem_2-3.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,110.647477,NaN,"us/op",escrow-refund-1.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,183.774881,NaN,"us/op",future-increase-margin-1.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,407.629610,NaN,"us/op",future-increase-margin-2.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,396.714462,NaN,"us/op",future-increase-margin-3.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,370.288080,NaN,"us/op",future-increase-margin-4.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,652.579547,NaN,"us/op",future-increase-margin-5.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,186.572165,NaN,"us/op",future-pay-out-1.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,396.682973,NaN,"us/op",future-pay-out-2.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,407.504958,NaN,"us/op",future-pay-out-3.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,663.044000,NaN,"us/op",future-pay-out-4.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,185.650921,NaN,"us/op",future-settle-early-1.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,397.083918,NaN,"us/op",future-settle-early-2.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,402.792706,NaN,"us/op",future-settle-early-3.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,513.809141,NaN,"us/op",future-settle-early-4.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,287.350035,NaN,"us/op",game-sm-success_1-1.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,140.250307,NaN,"us/op",game-sm-success_1-2.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,479.278277,NaN,"us/op",game-sm-success_1-3.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,158.453122,NaN,"us/op",game-sm-success_1-4.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,276.713585,NaN,"us/op",game-sm-success_2-1.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,137.309565,NaN,"us/op",game-sm-success_2-2.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,484.537951,NaN,"us/op",game-sm-success_2-3.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,160.202121,NaN,"us/op",game-sm-success_2-4.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,479.450642,NaN,"us/op",game-sm-success_2-5.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,160.633731,NaN,"us/op",game-sm-success_2-6.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,389.101276,NaN,"us/op",guardrail-sorted-large.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,51.322403,NaN,"us/op",guardrail-sorted-small.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,559.527467,NaN,"us/op",guardrail-unsorted-large.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,47.553147,NaN,"us/op",guardrail-unsorted-small.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,297.518387,NaN,"us/op",multisig-sm-01.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,286.260428,NaN,"us/op",multisig-sm-02.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,287.115793,NaN,"us/op",multisig-sm-03.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,292.048758,NaN,"us/op",multisig-sm-04.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,426.870051,NaN,"us/op",multisig-sm-05.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,297.841986,NaN,"us/op",multisig-sm-06.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,289.975498,NaN,"us/op",multisig-sm-07.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,290.088097,NaN,"us/op",multisig-sm-08.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,296.515722,NaN,"us/op",multisig-sm-09.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,428.763488,NaN,"us/op",multisig-sm-10.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,243.544525,NaN,"us/op",ping-pong-1.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,243.414828,NaN,"us/op",ping-pong-2.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,150.669543,NaN,"us/op",ping-pong_2-1.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,115.827983,NaN,"us/op",prism-1.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,304.650825,NaN,"us/op",prism-2.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,272.318327,NaN,"us/op",prism-3.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,102.248093,NaN,"us/op",pubkey-1.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,715.184777,NaN,"us/op",stablecoin_1-1.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,134.885895,NaN,"us/op",stablecoin_1-2.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,944.796196,NaN,"us/op",stablecoin_1-3.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,144.907090,NaN,"us/op",stablecoin_1-4.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,1021.224853,NaN,"us/op",stablecoin_1-5.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,178.047227,NaN,"us/op",stablecoin_1-6.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,719.961132,NaN,"us/op",stablecoin_2-1.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,135.463626,NaN,"us/op",stablecoin_2-2.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,831.266782,NaN,"us/op",stablecoin_2-3.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,146.339280,NaN,"us/op",stablecoin_2-4.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,137.401948,NaN,"us/op",token-account-1.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,244.776892,NaN,"us/op",token-account-2.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,311.881367,NaN,"us/op",uniswap-1.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,159.873076,NaN,"us/op",uniswap-2.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,1225.733445,NaN,"us/op",uniswap-3.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,228.434557,NaN,"us/op",uniswap-4.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,795.741906,NaN,"us/op",uniswap-5.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,224.113834,NaN,"us/op",uniswap-6.flat
"scalus.uplc.eval.CekJVMBenchmark.bench","avgt",1,1,260.289532,NaN,"us/op",vesting-1.flat
